
Owner                Name                      Type                      Memory Used                                                                                                                    
                                                                                                                                                                                                        
BEGIN :1 :=                                         55886             0          1     737148                                                                                                           
sys.kupc$que_int.get_status(:2, :3);                                                                                                                                                                    
END;                                                                                                                                                                                                    
                                                                                                                                                                                                        
BEGIN :1 :=                                         55879             0          1     955756                                                                                                           
sys.kupc$que_int.receive(:2); END;                                                                                                                                                                      
                                                                                                                                                                                                        
/* OracleOEM */                                     54918             0          1       1227                                                                                                           
SELECT TO_CHAR(CAST(md.end_time AS                                                                                                                                                                      
TIMESTAMP) AT TIME Z                                                                                                                                                                                    
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_CUENTA ICC WHERE                54905             0          2      22966                                                                                                           
ICC.EMPRESA = :B20 AND ICC.CUENTA = :B19                                                                                                                                                                
AN                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_CUENTA ICC WHERE                54905             0          2      10428                                                                                                           
ICC.EMPRESA = :B20 AND ICC.CUENTA = :B19                                                                                                                                                                
AN                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_CUENTA ICC WHERE                54905             1          3      10182                                                                                                           
ICC.EMPRESA = :B20 AND ICC.CUENTA = :B19                                                                                                                                                                
AN                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_CUENTA ICC WHERE                54905             0          2      22655                                                                                                           
ICC.EMPRESA = :B20 AND ICC.CUENTA = :B19                                                                                                                                                                
AN                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_CUENTA ICC WHERE                54905             0          2      17063                                                                                                           
ICC.EMPRESA = :B20 AND ICC.CUENTA = :B19                                                                                                                                                                
AN                                                                                                                                                                                                      
                                                                                                                                                                                                        
INSERT INTO smt_dbo_bases_view1                     54730             2          5       1342                                                                                                           
(business_name, country, branch, base,                                                                                                                                                                  
long_des                                                                                                                                                                                                
                                                                                                                                                                                                        
SELECT decode(bitand(properties,1), 0,              52804             0          1       1887                                                                                                           
0, 1), decode(bitand(properties,2), 0,                                                                                                                                                                  
0,                                                                                                                                                                                                      
                                                                                                                                                                                                        
SELECT decode(bitand(properties,1), 0,              52804             0          1     302783                                                                                                           
0, 1), decode(bitand(properties,2), 0,                                                                                                                                                                  
0,                                                                                                                                                                                                      
                                                                                                                                                                                                        
select                                              52230             1          5       2586                                                                                                           
i.obj#,i.ts#,i.file#,i.block#,i.intcols,                                                                                                                                                                
i.type#,i.flags, i.property,i.pct                                                                                                                                                                       
                                                                                                                                                                                                        
SELECT COUNT(UNQ) UNQ, COUNT(PFX) PFX               52219             2          3     108730                                                                                                           
FROM (SELECT /*+ first_rows(1)                                                                                                                                                                          
leading(cc)                                                                                                                                                                                             
                                                                                                                                                                                                        
SELECT COUNT(UNQ) UNQ, COUNT(PFX) PFX               52219             0          4      31350                                                                                                           
FROM (SELECT /*+ first_rows(1)                                                                                                                                                                          
leading(cc)                                                                                                                                                                                             
                                                                                                                                                                                                        
SELECT /*+ all_rows */ C.NAME                       52075             4          6       1131                                                                                                           
ICNAME,IC.POS# ICPOS,IC.SPARE1 ICFLAGS,                                                                                                                                                                 
C.PROPERTY                                                                                                                                                                                              
                                                                                                                                                                                                        
declare transclause boolean := FALSE ;              51705             0          1       5869                                                                                                           
begin if ( :transclause > 0 ) then                                                                                                                                                                      
transc                                                                                                                                                                                                  
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNTS (                           50714             0          1      46329                                                                                                           
ACCOUNT_NUMBER,                                                                                                                                                                                         
ALTERNATE_ACCOUNT_NUMBER, LEGAL_VEHICL                                                                                                                                                                  
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNTS (ACCOUNT_NUMBER,            50713             4         10       1347                                                                                                           
ALTERNATE_ACCOUNT_NUMBER, LEGAL_VEHICLE                                                                                                                                                                 
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNTS (ACCOUNT_NUMBER,            50713             1          4       1224                                                                                                           
ALTERNATE_ACCOUNT_NUMBER, LEGAL_VEHICLE                                                                                                                                                                 
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNTS (ACCOUNT_NUMBER,            50713             5          8     274745                                                                                                           
ALTERNATE_ACCOUNT_NUMBER, LEGAL_VEHICLE                                                                                                                                                                 
                                                                                                                                                                                                        
update ind$ set                                     49611             1          3       5532                                                                                                           
ts#=:2,file#=:3,block#=:4,intcols=:5,typ                                                                                                                                                                
e#=:6,flags=:7,property=                                                                                                                                                                                
                                                                                                                                                                                                        
/* OracleOEM */                                     46624             0          3      12301                                                                                                           
DECLARE                                                                                                                                                                                                 
TYPE        data_cursor_type IS REF                                                                                                                                                                     
CURSOR;                                                                                                                                                                                                 
data_c                                                                                                                                                                                                  
                                                                                                                                                                                                        
UPDATE DW_CONTRACTS SET COUNTRY_CODE =              46598             0          1     829712                                                                                                           
:B26 , BASE_NUMBER = :B25 ,                                                                                                                                                                             
FINAL_MATURIT                                                                                                                                                                                           
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                46575             4          9       6762                                                                                                           
WHERE DA.COUNTRY_CODE = :B17 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                46575             4          7       1415                                                                                                           
WHERE DA.COUNTRY_CODE = :B17 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                46575             1          4     274745                                                                                                           
WHERE DA.COUNTRY_CODE = :B17 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_ACCOUNTS DA                46575             1          4       1378                                                                                                           
WHERE DA.COUNTRY_CODE = :B17 AND                                                                                                                                                                        
DA.LEGAL_V                                                                                                                                                                                              
                                                                                                                                                                                                        
INSERT INTO CDS_DEAL_TMP_DATA                       45827             0          1       2697                                                                                                           
(SITE_CODE_PROCESS_DATE,OASYS_DEAL_ID,OA                                                                                                                                                                
SYS_TXN_                                                                                                                                                                                                
                                                                                                                                                                                                        
insert into                                         45815             1          3      20717                                                                                                           
tab$(obj#,ts#,file#,block#,bobj#,tab#,in                                                                                                                                                                
tcols,kernelcols,clucols,aud                                                                                                                                                                            
                                                                                                                                                                                                        
INSERT INTO SM_PARC_202( data_source,               45530             0          4       6617                                                                                                           
produto, contrato, complemento_contrato,                                                                                                                                                                
a                                                                                                                                                                                                       
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNT_MOVEMENTS                    45445             0          1     173912                                                                                                           
(ACCOUNT_NUMBER, CURRENCY_SWIFT_CODE,                                                                                                                                                                   
SERIAL_NU                                                                                                                                                                                               
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_AREA ICA WHERE                  45411             0          1       6020                                                                                                           
ICA.AREA = :B14 AND ICA.EMPRESA = :B13                                                                                                                                                                  
AND NV                                                                                                                                                                                                  
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_AREA ICA WHERE                  45411             2          4       7059                                                                                                           
ICA.AREA = :B14 AND ICA.EMPRESA = :B13                                                                                                                                                                  
AND NV                                                                                                                                                                                                  
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_AREA ICA WHERE                  45411             1          4       2260                                                                                                           
ICA.AREA = :B14 AND ICA.EMPRESA = :B13                                                                                                                                                                  
AND NV                                                                                                                                                                                                  
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_AREA ICA WHERE                  45411             0          2       3740                                                                                                           
ICA.AREA = :B14 AND ICA.EMPRESA = :B13                                                                                                                                                                  
AND NV                                                                                                                                                                                                  
                                                                                                                                                                                                        
SELECT 1 FROM IL_CB_AREA ICA WHERE                  45411             0          2       4084                                                                                                           
ICA.AREA = :B14 AND ICA.EMPRESA = :B13                                                                                                                                                                  
AND NV                                                                                                                                                                                                  
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNT_MOVEMENTS                    45304             0          1     110842                                                                                                           
(ACCOUNT_NUMBER, CURRENCY_SWIFT_CODE,                                                                                                                                                                   
SERIAL_NU                                                                                                                                                                                               
                                                                                                                                                                                                        
SELECT POOL_RATE_CR,                                45223             2          3       6167                                                                                                           
SUBSTR(POOL_RATE_CODE,4,2) SMART_POOL_C                                                                                                                                                                 
FROM DW_DW_POOL_RAT                                                                                                                                                                                     
                                                                                                                                                                                                        
SELECT POOL_RATE_DR,                                45223             2          3      11050                                                                                                           
SUBSTR(POOL_RATE_CODE,4,2) SMART_POOL_D                                                                                                                                                                 
FROM DW_DW_POOL_RAT                                                                                                                                                                                     
                                                                                                                                                                                                        
insert into                                         44743             0          1      20271                                                                                                           
tab$(obj#,ts#,file#,block#,bobj#,tab#,in                                                                                                                                                                
tcols,kernelcols,clucols,aud                                                                                                                                                                            
                                                                                                                                                                                                        
insert into sys.aud$(                               44621             0          3     539725                                                                                                           
sessionid,entryid,statement,ntimestamp#,                                                                                                                                                                
userid,userhost,t                                                                                                                                                                                       
                                                                                                                                                                                                        
insert into sys.aud$(                               44621             0          1     636294                                                                                                           
sessionid,entryid,statement,ntimestamp#,                                                                                                                                                                
userid,userhost,t                                                                                                                                                                                       
                                                                                                                                                                                                        
select                                              43902             3          4      60161                                                                                                           
t.ts#,t.file#,t.block#,nvl(t.bobj#,0),nv                                                                                                                                                                
l(t.tab#,0),t.intcols,nvl(t.cluco                                                                                                                                                                       
                                                                                                                                                                                                        
select                                              43902             0          2       3203                                                                                                           
t.ts#,t.file#,t.block#,nvl(t.bobj#,0),nv                                                                                                                                                                
l(t.tab#,0),t.intcols,nvl(t.cluco                                                                                                                                                                       
                                                                                                                                                                                                        
select                                              43805             0          1       1878                                                                                                           
s.ptype,s.ltype,s.seq#,s.rseq#,s.propert                                                                                                                                                                
ies,n.name,v.flags,v.properties,v                                                                                                                                                                       
                                                                                                                                                                                                        
select controlfile_type                             43677             0          1       5948                                                                                                           
,controlfile_change#                                                                                                                                                                                    
,controlfile_sequence# ,controlfile                                                                                                                                                                     
                                                                                                                                                                                                        
SELECT (SUM(LENGTH)+COUNT(*))*2 FROM                43634             6          8       4591                                                                                                           
USER$ U, OBJ$ O, IND$ I, ICOL$ IC, COL$                                                                                                                                                                 
C W                                                                                                                                                                                                     
                                                                                                                                                                                                        
select value(p$) from                               42440             0          2       1936                                                                                                           
"XDB"."XDB$RESOURCE"                 as                                                                                                                                                                 
of snapshot(:2) p$                                                                                                                                                                                      
                                                                                                                                                                                                        
UPDATE DW_ACCOUNT_BALANCES SET                      41983             0          1      10231                                                                                                           
LAST_PROCESSING_DATE = SYSDATE,                                                                                                                                                                         
SOURCE_IDENTIFIER                                                                                                                                                                                       
                                                                                                                                                                                                        
UPDATE DW_ACCOUNT_BALANCES SET                      41983             0          1       8223                                                                                                           
LAST_PROCESSING_DATE = SYSDATE,                                                                                                                                                                         
SOURCE_IDENTIFIER                                                                                                                                                                                       
                                                                                                                                                                                                        
INSERT INTO RD_CB_ASIENTO                           41777             6          8       1311                                                                                                           
(FECHA_TRAN,COMPROBANTE,EMPRESA,ASIENTO,                                                                                                                                                                
CUENTA,OFICI                                                                                                                                                                                            
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNT_MOVEMENTS                    41389             0          1      84346                                                                                                           
(ACCOUNT_NUMBER, CURRENCY_SWIFT_CODE,                                                                                                                                                                   
SERIAL_NU                                                                                                                                                                                               
                                                                                                                                                                                                        
INSERT INTO DW_ACCOUNT_MOVEMENTS                    41389             0          1      16229                                                                                                           
(ACCOUNT_NUMBER, CURRENCY_SWIFT_CODE,                                                                                                                                                                   
SERIAL_NU                                                                                                                                                                                               
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                41358             2          6      11094                                                                                                           
DG.COUNTRY_CODE = :B14 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                41318             3          9      10258                                                                                                           
DG.COUNTRY_CODE = :B14 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
SELECT COUNT (*) FROM DW_GL DG WHERE                41278             2          6      24648                                                                                                           
DG.COUNTRY_CODE = :B14 AND                                                                                                                                                                              
DG.LEGAL_VEHICLE                                                                                                                                                                                        
                                                                                                                                                                                                        
