path,extension,bytes,sha256,kind,suggested_category,has_header,third_party,duplicate_count,copy_style_name
docs/backup_recovery/dataguard/DataGuard.txt,.txt,8899,05c310acd20c228c9a6baa0a0d904acfa998852a25239369498e05b754fec3d8,documentation,backup_recovery/dataguard,no,no,1,no
docs/backup_recovery/dataguard/Step by step cambio de puerto scan_listener ambiente dataguard con broker.txt,.txt,3849,141c65a6c3f22db4f115ef14f315eb16a9fe4d0d40557226fe08b4d0238cf35d,documentation,backup_recovery/dataguard,no,no,1,no
docs/backup_recovery/rman/legacy_rman/10gR2_PhysicalStandByWithReal-Time.doc,.doc,58368,85f60d4e331c12fc1a38aec075e1badc69017b68b114a7206a02218ae9a3d89c,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/ClonarBaseconRMAN.doc,.doc,43008,6b57fc3217b2278dcce95a778091216c02577649f5b6fbc9c5b2432d43cfa40a,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Clonar_Database.pdf,.pdf,84215,cdbab128ae52edfbba69339a6a52685512d91e5df1666a96a4721ccdf997bb1e,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Comandos.txt,.txt,65,810e5ccc06d9c2175f80f87ae90b990bb8897122af5a9a24158aad2f59905bdf,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Como configurar una arquitectura de alta disponibilidad con Oracle Standard Edition.doc,.doc,33280,95c2e5949ca27673809984e4d493385bca1048aeac4e2275e67a428e00e8dcc7,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Como montar un Oracle DataGuard con Phisical Standby en Oracle 10g.doc,.doc,47104,5938a4ed74b4e299c28ee276276ed007a31ec3f796e0904c15e77e5e7f16d709,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/ConsultasSQL.txt,.txt,3138,299aa04637a7ec64f037e626d1903e2b76385a544e09f9ea4cc8f6d19f90b373,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Crear y Configurar un Catálogo RMAN.doc,.doc,29184,558c61aa4b28f0eb79e12b2ae1666704a01fe276de10acb73d7181a396d19c0a,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Creating Physical Standby using RMAN Duplicate Without Shutting down The Primary.pdf,.pdf,143933,88e26952181286d2121a4aff06adb07a87c6acc000f131f02b0c5ef19ec04deb,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Habilitar Archivado de Logs.doc,.doc,26112,448c9d7d9555cf5e047df1cf366459b62e96bc79cf88113baf554dc373218280,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/NombreArchivoyTamanChangeTraking.txt,.txt,70,122d22b400b5a4bac31c1a65be403099c1165b3c3f024d8c85ec63c46c53e669,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/PasosParaRestaurarBasedesdeRMANenOtroServer.txt,.txt,424,4e4dd5afce595b3c450c221aca5838de1aa3b6d81f7a6ed1d7241b6b829ec410,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RMAN Incremental Backups.doc,.doc,59904,cf13f6b3f33e17eede682111b2cc1669f25db04d9826b268b349b6697c9e71b1,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RMAN-BlockChangeTracking.doc,.doc,568832,c42fe14a21910a3e58d8d430cd99c595b46f17247da07a8a587455a7ab3130d9,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RMAN.PolBackup.pdf,.pdf,12467,5079abe2a86e28b76eb0aee281aea4937859a4da494c094346e21eebf7340237,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RManIncrementalMerge(forRecover).doc,.doc,90112,53da07b002d6c3a70b6b7b1933a12e1048a70eb0f71985dd9dc9885c275cea6f,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/ReplicarRMAN.doc,.doc,156672,993d3a7f81bd66e341cbe9c30f721eb414373cbfadd6cd2cf66c8e328284a2df,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Restaurar un Backup de RMAN en otro Servidor.doc,.doc,76800,a84a85662b1c5ea5fbdbc4abdbda67c81b3ea89798f799310e504934a864c8f3,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RestaurarRMANSinBase!!!.txt,.txt,3232,0e4b05be8fcb31896b73f89554f69ab5736cd3c80d57087ca756d09384d4aefc,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/RestaurarRMANSinBase!!!Windows.txt,.txt,3222,6d86e24a44c760381d8d0b55bfd7b2ef53022bff9d1e93f7853c2a2fd05d973d,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/Rman y cómo catalogar Backups.doc,.doc,33280,817bbfa756607f769f85275f3c24b5e5f518615402267e1486147e4e64bad4d5,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/UltimoSCNRMAN.txt,.txt,133,d8bdb6466e267f22fcfb195a579cf564daca6d0dcc908a0b702536707cbe5d08,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/VariablesdeRMAN.doc,.doc,20992,140a995b4ba0a9a00b64a1edd461b878e65a1ce9709d3a6e0ff41e0ab51f155a,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/recover_standby_from_incrementalbkp.docx,.docx,31288,c3131a160d1ee04519c5b66b84d58ec9381640bd6820c0b7bcf3cd0d44b590fe,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/legacy_rman/standby_ RMAN.doc,.doc,39936,adf3430b92054616d26663d13d01e48942572e3bfee61289451370cfc574e91f,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/performance_update_bind_variables_example.txt,.txt,2620,f92bf6885c7c19af845b349854ed66873d0e843a76052b4f6944f853996ecafe,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/rman.catalogdatafilecopy.txt,.txt,37,0bfb39a73123503f35162e0b812c1d52249a1d31ed034158928293130b33ce85,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/rman_politica_backup.xls,.xls,59904,e940b7ded79ab68d15c576f80abc975cebafd3b93acecd97285d2e705525dbaa,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/rman_politicas.txt,.txt,851,5d24a0881fc1f5bd424f0643b4802a4e46b4b38005c9baf5116b506633886a2a,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/rman_restore_archivelog.txt,.txt,23196,e3c250f78c4e082e46f812ae1e255193cb4d120669495155bb3e7f64f28307f9,documentation,backup_recovery/rman,no,no,1,no
docs/backup_recovery/rman/trace_event_performance_10046.txt,.txt,426,9d4416ef604c36a6442f0518854c163e4aeef80b5aad013e25c6d508407db723,documentation,backup_recovery/rman,no,no,1,no
docs/cloud/oci/shell/acs_exp_oci/readme.txt,.txt,6387,39e3e3e2351eba0f41bfe5eb94bc29329f6d30d173a507f11461c32ed3e1ae31,documentation,cloud/oci,no,no,1,no
docs/maintenance/scheduler/dbms_ijob.txt,.txt,558,4e3e297ba40c0ffa0a9fbe5c19876bbfe85a773c0cc249614f91c05f02575287,documentation,maintenance/scheduler,no,no,1,no
docs/maintenance/stats/runstats_README.txt,.txt,2080,5a4f1fe5f3560244a8c139f550c5335e63444627b4b8c44c5f208408d101663d,documentation,maintenance/stats,no,no,1,no
docs/performance/sql_tuning/dbms_sqltune_tareas.txt,.txt,642,c5f36ddd382ba5302989e670efd1e93ce4d71bccd096b8a703c97026fb00e4e2,documentation,performance/sql_tuning,no,no,1,no
docs/performance/sql_tuning/managing_sql_profiles.txt,.txt,1488,f5e6454638ea3a1489f3bf524831ce04d2bff8aed8b44da6b23db3592d5710da,documentation,performance/sql_tuning,no,no,1,no
docs/platform/exadata/alter_griddisks_example.txt,.txt,5764,00b7bec790351387ff3c28f31a58d3f4ce249d3584350b910e2682e233ed3352,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/altergriddisks_note1.txt,.txt,112405,2ff274061e3e994088b3a90dae5a086f557042418685d0c47a37cb15a6c47f96,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/altergriddisks_note2.txt,.txt,19802,f741980cf4c7675b06821d8389cd297a40e7f2c9f2aad3604391794f8d08dc33,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/cellcli_listdisk.txt,.txt,954,2e55b138a77ce412d990ad511cd695f4979a6c91cfa24b9abfe5b18b9a4ccc66,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/cellcli_listgriddisks.txt,.txt,816,24b755f5da2e7bedcc4889176438c1e65b89b81a551d95f25b7882706eeae393,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/cellsrvstat_metrics.txt,.txt,7739,5ee6dc9872f6c50023a8d63c3c23ba172d4507fdbc6c64d9ee5aca5d2a4e8aac,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/demos/calibrate_cell.txt,.txt,3522,79d0df2b260a47a9c6fe0c1c211dd83502bf0ba7ff810dac6f9d863dad4a4e58,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/demos/enkcel02_disk_io_issue.txt,.txt,1596,eface5057149bce30eb943728e1ed0f11973e8902b34a255d03e7619373379ef,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/patching_notes.txt,.txt,158,0b3ad4855857660a8944e96114cb3da3b92acc396bee3e5dda14d3d000537cf8,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/vmservers/command-line-tools.txt,.txt,5680,65ee81a053de60a4727c8b40023195c69ec9a60d569d8fbf011d4bd8b1ebe13d,documentation,platform/exadata,no,no,1,no
docs/platform/exadata/vmservers/create_fs.txt,.txt,6864,bbc3fb2bcd2df7a0c892bd10c0790070b28598dcc4f9bcdb0a5648c6e123c9e9,documentation,platform/exadata,no,no,1,no
docs/platform/rac/Ej_Identificar_Trace.txt,.txt,339,11fb62cb8190f376f04d6f8005c73c2921a0a9a1c448790a687624a83e21023c,documentation,platform/rac,no,no,1,no
docs/platform/rac/Oracle and RAID Levels.txt,.txt,5840,f1fb4211a6e66ddbfa086b54ad2ed7c23a1378e34ad17408246be8b3f87647c6,documentation,platform/rac,no,no,1,no
docs/platform/rac/deinstall_oracle_home.txt,.txt,1290,258bbce7ee4706c8484fa2f757f9d17d883bc6a43b7031da93d87352dc2bf328,documentation,platform/rac,no,no,1,no
docs/platform/rac/docker_oracle_start.txt,.txt,794,25164e74595558520445bf40692be16d5f9f6ff473c626a23bbf9172fc2fc530,documentation,platform/rac,no,no,1,no
docs/platform/rac/goldengate/TechnicalMemory-Extract_Replicat_Unified.pdf,.pdf,878832,955adcb9036978a7cb42f4240eb5f2b12ac4121c788f14ed54f7ac35d5fab580,documentation,platform/rac,no,no,1,no
docs/platform/rac/goldengate/configure_gg_rac.txt,.txt,13627,0afeb2eb8723ed6864bcfd6a2266c9506a81922d36712d6d5101853923743012,documentation,platform/rac,no,no,1,no
docs/platform/rac/goldengate/gg_relocate_rac.txt,.txt,49,5aacf8a1d1b9cb7b9fe8c707f38715533f181037fd3651123d12e13c254ee0e7,documentation,platform/rac,no,no,1,no
docs/platform/rac/goldengate/reconstruccion_extract.txt,.txt,5658,c01a60b5c591a23f92660ba51f06526777c8daed2585781e90da64ae4e76e53f,documentation,platform/rac,no,no,1,no
docs/platform/rac/move_to_rac.txt,.txt,1246,8453cb39bad197eb14a2f2e35b16f5fd9bdcc252ce40f4a2dee26e2f25efd7b3,documentation,platform/rac,no,no,1,no
docs/platform/rac/oracle_options_features_ee.txt,.txt,562,7ef878bca39be159a996e1cdefbe230698d6d420fe5114abf900a801f5e230c3,documentation,platform/rac,no,no,1,no
docs/platform/rac/pasos_migrac_upgrade_10g.txt,.txt,307,40ef5cae94419b020e43fa1b283734eaed95703f19704f7ef6e2ce0fbf8f72f0,documentation,platform/rac,no,no,1,no
docs/platform/rac/sqlnet_trace_client.txt,.txt,497,e56b76832173a9e5b4b6b9b7e5ebd03878a1ae940554792e7d47ecb6e2e958e1,documentation,platform/rac,no,no,1,no
docs/platform/rac/trace/EncontrarTracedeSesion.doc,.doc,101888,2c3293bea5c6c9ed13bac7d5c194ce52dcc90ef2af4adf0cd421ee025063f495,documentation,platform/rac,no,no,1,no
docs/platform/rac/trace/Oracle SQL_trace-tkprof.doc,.doc,26624,0c4cb8195b118b5563c8b3dc9c97a86bc2c465c12190868c0c66e1b9fdd47f9f,documentation,platform/rac,no,no,1,no
docs/platform/rac/trace/a.txt,.txt,468182,775e8f75e4814c290f27800eaeb46d74682dc372c364c23124b58730ff875702,documentation,platform/rac,no,no,1,no
docs/platform/rac/trace.doc,.doc,43520,0a0fb4a9185af278ec0200ccff840212df1d599f4ee3ee372b4a49208ab78353,documentation,platform/rac,no,no,1,no
docs/security/UnixstorageXuser.txt,.txt,769,6cf9778ebfaece9f279bca64ca36faaa14c5c7c6a0821d5807e1b30ea216d915,documentation,security,no,no,1,no
docs/storage/ASMM_RESIZE.TXT,.txt,12406,de530b23264911d43c1459b6cc741aa2233154c9bfb182e2f7af4b4aa1f34261,documentation,storage,no,no,1,no
docs/storage/Default_Tmp_Tablespace_Database.sql,.sql,493,9bf66e6f2a015151561d6c3237a453ab912b81fdfbdd37deac27a30884257494,documentation,storage,no,no,1,no
docs/storage/multiplexing_controlfiles_asm.txt,.txt,439,fc42c4420e5197c8197a448c2a3eedf38a93962d4b03bd7ccfa50ad691daf59c,documentation,storage,no,no,1,no
docs/storage/switchRedoLogs_FS_aASM.prc.txt,.txt,1318,c1c19a0fad250f1fb92bbd625f7788172449266cbaad1894e24fd238827cb68a,documentation,storage,no,no,1,no
docs/utilities/BloquearMSNMessenger.log,.log,2685,3e408ecd3bbb952bef66fd1699812eab57376893c7e94a0dbbbedfc9583e97a5,documentation,utilities,no,no,1,no
docs/utilities/Ejemplo_informe_1.doc,.doc,44544,4407023c1bea5b6e0a8dbebd7d977523780b407196c47da0f30ae87d0f24ad3d,documentation,utilities,no,no,1,no
docs/utilities/GARDWOP_Alternativa_Backup_DCabrera.doc,.doc,32256,5536b24b84f0efb31e6ad1f1a10c9a8caa484ccd7f779b34c25b1bb78621bc13,documentation,utilities,no,no,1,no
docs/utilities/GENUS_ODS_ALTER.txt,.txt,146,897b13c72697446a307881803fbcd9c1cec50c4c435ceb7cd71528a6b203d5a5,documentation,utilities,no,no,1,no
docs/utilities/LP_analysis.txt,.txt,2029,0d67a98a544a97a820c2a69615e64725131c0c2ff3350bba1895364622541309,documentation,utilities,no,no,1,no
docs/utilities/OpatchAttachhome.txt,.txt,34,98dc7488d69eb59281da68e522c79610b3a0f50e49028f20218d7e06ff353d7b,documentation,utilities,no,no,1,no
docs/utilities/Protection Modes.doc,.doc,31232,6779eefe4da0e9604cb75b595df736b36bf2c156a2c71cef16638e4b0494d3ea,documentation,utilities,no,no,1,no
docs/utilities/aix_cmd.txt,.txt,34,86d675c4b7d3c925cad1bfcaf347c5388f8486dcf518f0bd68df225d7878e5eb,documentation,utilities,no,no,1,no
docs/utilities/bajaftp.txt,.txt,282,599fc203612753e9cc45eecfc654e344a31674dff9886a6c9036c4bdb1a4057b,documentation,utilities,no,no,1,no
docs/utilities/bomcheck.txt,.txt,398311,1cd4d79380dc798fc2bf8e2d93acd62f4d56a5fe854f4bc9a1500a6b39b4707e,documentation,utilities,no,no,1,no
docs/utilities/cambio_de_CHARSET.txt,.txt,1740,a764d29b57d129bbdfccca189f7edaf34cc9bdd66968701344bbe0cf35efb03d,documentation,utilities,no,no,1,no
docs/utilities/cpp4aix.ps1.txt,.txt,21869,a70297811fb73f6efea1d4596ece4be76ecb1c45a1ad0b73cb7a2f87d052a309,documentation,utilities,no,no,1,no
docs/utilities/create_pk_local_parallel.txt,.txt,788,e4fb73baf9207f0013781a0380668013964ceaa60236d33a5d29db7294c9998e,documentation,utilities,no,no,1,no
docs/utilities/database_clone.txt,.txt,267,8456021eba2c250cad8b20ac40edbcc38ad24ac998526a53d8e7152373719b3c,documentation,utilities,no,no,1,no
docs/utilities/dba_feature_usage_statistics.sql.txt,.txt,529,166edbca000054843f9c18bf150bfdbffa78c3f880a1becbd60026ac1d940818,documentation,utilities,no,no,1,no
docs/utilities/dbms_advisor_ejemplo_tabla.txt,.txt,1068,2c61550ba5c93310706172f141f1c531a1474f4691c8ca5d5cc9c57bfb7d552f,documentation,utilities,no,no,1,no
docs/utilities/dbs.txt,.txt,65068,e371b9daae9755d772e4b3105fb2c82cb8b5514e7191dc4a476c9f33719aec55,documentation,utilities,no,no,1,no
docs/utilities/em.txt,.txt,281947,abeb76242ab78a4d4444caae871c3f56270b30d4539bb96f9133616a597af858,documentation,utilities,no,no,1,no
docs/utilities/emctl_blackout.txt,.txt,1263,263cf526b9b8edcbac35619f88e6e1caf50409dc00529de1dff65f4cd8026f97,documentation,utilities,no,no,1,no
docs/utilities/exawatcher_path.txt,.txt,49,7ac4c458e1aa450f6e8fffb89dad13c4216020b47e529bea44c1ee2f0f55aa8e,documentation,utilities,no,no,1,no
docs/utilities/execution_plan.txt,.txt,34720,76ffc031f18b5e5710a7cbf389f761e9221e24f6cfe219e5e054d2964489d00c,documentation,utilities,no,no,1,no
docs/utilities/expdp_par_examples.txt,.txt,880,f932b1150c1b4b15768af0dec4d2bdba9799d686baef8c5b5b0715a9f4cc3886,documentation,utilities,no,no,1,no
docs/utilities/flush_cursor_0w05fqk6fb1v7.txt,.txt,668,4d1eaa348647dac6c9278273f6f204d37c2f3b00c0563ab8e3135274958ba700,documentation,utilities,no,no,1,no
docs/utilities/flush_cursor_cur1qzxuyz7hc.txt,.txt,4373,5e94b1fe3d70f9e4352893f653e18511b8a800ad4098620a72851c5b596d890c,documentation,utilities,no,no,1,no
docs/utilities/goldengate/Procedimiento de re apuntado de Replicats K2V versión 6.docx,.docx,284994,c20e66e3dae87c59ebf379ea70fc6020dd34679f011a84457deb56c964587f6a,documentation,utilities,no,no,1,no
docs/utilities/goldengate/Procedimiento update OGGforBD version 19.txt,.txt,7925,17160f3d3221d0f2d3701b77695166ca2eb4550fc68ce9dd5f4d57998ec6e43e,documentation,utilities,no,no,1,no
docs/utilities/goldengate/gg_notes.txt,.txt,308,e3789b3ffdea28613bf9639dfd0033a61991d90842786cf2a1a64f74d8eaa76b,documentation,utilities,no,no,1,no
docs/utilities/goldengate/recrear_replicats.txt,.txt,1717,74cb5123999083cf20cbfe3f05b9de9992f19e3d8ed540481c88639162d74995,documentation,utilities,no,no,1,no
docs/utilities/grid_infra_restart_srvctl.txt,.txt,2130,05e4d1829d392524e2028de5dd4352acac6392fda96347912ff481a576c4f296,documentation,utilities,no,no,1,no
docs/utilities/hints/2015-k-db-jonathan_lewis-five_hints_for_optimising_sql-manuskript.pdf,.pdf,71556,ea6616f62313ea68b991b6ee22d049f76d3d2cd86d8ba7c9bdd1cdf11782f54c,documentation,utilities,no,no,1,no
docs/utilities/imp.txt,.txt,23,47dc699e1bc88cc032199cd5a8895f26a3b8a277dd17f0987d5e2083c4f230ce,documentation,utilities,no,no,1,no
docs/utilities/indicesFaltantes_fk.txt,.txt,705,7c1dee5db052e52f0d379dd344096850845853b34ec8ac1fdf39f8a68ad69ad7,documentation,utilities,no,no,1,no
docs/utilities/linux_unix_du_sumbytes.txt,.txt,277,bdc134fa59160177ad489b10a752b7472f2f8fe296ca8c6cb1429aef5fea999a,documentation,utilities,no,no,1,no
docs/utilities/macro_excel_datos.txt,.txt,30468,2537b213413ad3da81515b4ec18bced4d2877d4a4f8698e50bb4e6e29268dc95,documentation,utilities,no,no,1,no
docs/utilities/netbackup_citi.txt,.txt,312,2cfdf32d4f7e0a4bfa2953440a353001a12527cc7cb55a232e630ecdb6e87806,documentation,utilities,no,no,1,no
docs/utilities/oda_oakcli.txt,.txt,195,7967048f28c78a8ad9fd7cac019ce094dfb0f5f1f7c824d140e7202c0a3f0f83,documentation,utilities,no,no,1,no
docs/utilities/onet_planned_maitenance_tns.txt,.txt,856,29a79a76863836942b9fa0348a193719cadeff09cb55f0676bf294a30f73ae30,documentation,utilities,no,no,1,no
docs/utilities/oo4o_excel_source.txt,.txt,31187,6cd4cf578f34d25772ec8370de7ec7d6ab702eaa9e84ee9788c916d873956b58,documentation,utilities,no,no,1,no
docs/utilities/oswatcher.txt,.txt,788,72c739fefcfe1305a386e43019287298fe97d9e5f8172b1fead7d43a0089394d,documentation,utilities,no,no,1,no
docs/utilities/pasos_segments_to_keep.txt,.txt,3064,b7dd30e25d7a9b04b3c798a5e23a1773f6ffed5814fdcd73184b10b221c8c178,documentation,utilities,no,no,1,no
docs/utilities/pendientes.txt,.txt,4591,c518d60788e8af870148f5ddd40db253283dd0bbdc7faf12322e56f3e7a45d47,documentation,utilities,no,no,1,no
docs/utilities/pendientesd.txt,.txt,1767,86df4fa38b25f62bb052fbf8dca798d925c88bedb67ea1bcb1262eeb1604b568,documentation,utilities,no,no,1,no
docs/utilities/pepe.txt,.txt,7289,6a13618eb4c19b8cf7118c494c0c31afec3b1336fcee2f74effcfc074ca26576,documentation,utilities,no,no,1,no
docs/utilities/profile.txt,.txt,696,f65cf7c38b130b4bdcca77bfdf3b5e8d6de95c1de9ea858157c6f96c112ff5e8,documentation,utilities,no,no,1,no
docs/utilities/prueba_flashback.txt,.txt,32,a321931c1494de272c62a2d7ecf771c04c05a84e6ee73ea1b157f5e7fe79636b,documentation,utilities,no,no,1,no
docs/utilities/reacomodamiento_redo.txt,.txt,2698,c46471cc3d34d8c3515cf9a3ba6662e25409280be0df447af2d1308f2b71af56,documentation,utilities,no,no,1,no
docs/utilities/registry_components.xls,.xls,20992,31ffb44a5ca9055cffdeac9e3028d4aa6025db7968cafa2c5ef215dedf0cc6b6,documentation,utilities,no,no,1,no
docs/utilities/runInstaller_EE_Database_silent.txt,.txt,2009,a725bd4c1b89f3e85e1b2fffd56c8fe6384f0d4ff92e0c1314d95ebe42e8a918,documentation,utilities,no,no,1,no
docs/utilities/salida_recrea_snap_punto.txt,.txt,110308,520eecac50f4e147df8f9e45c37f500c6623fbbb0a11edca91ce7827897d0f4a,documentation,utilities,no,no,1,no
docs/utilities/shell/ssl_commands.txt,.txt,289,752706bbff57d41429abb8a23ccab5b4ed10cbe0ddb361eb51a10fddb9f5e90e,documentation,utilities,no,no,1,no
docs/utilities/solaris_zones.txt,.txt,200,b28527bc9b4dcfb74acf59f8b15367bef2f9d3649dd10d8d59133b09bf6611a5,documentation,utilities,no,no,1,no
docs/utilities/stat_parse.txt,.txt,735,cbfc70632b7c91898321deea46cdcc6d6d99c66e34c558e4f6b7b5a671bdfa0a,documentation,utilities,no,no,1,no
